pnl,drawdown
-0.19413843487085164,-101.32797228075053
-0.48213226565997896,-101.81010454641051
-0.19102819999998633,-102.0011327464105
-0.15318331403515795,-102.15431606044567
-0.5172720510719846,-102.67158811151765
-0.3030416399999891,-102.97462975151764
-0.5154839999999484,-103.49011375151758
-0.31869680057600147,-103.80881055209359
-0.278819991359972,-104.08763054345356
-1.1038302144143584,-105.19146075786792
-0.6141511970663666,-105.80561195493428
-0.482030744471997,-106.28764269940628
-0.7474563866639832,-107.03509908607026
-0.6274912545279722,-107.66259034059823
-0.7834576133999633,-108.44604795399819
-0.7924500907199893,-109.23849804471818
-1.2185694695119444,-110.45706751423013
-0.3583768364319918,-110.81544435066212
-0.8490813080383894,-111.66452565870051
-0.5614087236155711,-112.22593438231608
-0.45606795907199715,-112.68200234138808
-0.6396000787199975,-113.32160242010808
-0.7458284442495887,-114.06743086435766
-0.5161344276479702,-114.58356529200563
-2.4840174900822465,-117.06758278208788
-1.8892323089199077,-118.95681509100778
-0.5621264587519781,-119.51894154975976
-0.6384946070159765,-120.15743615677573
-0.6259500513599927,-120.78338620813572
-0.7120080950400101,-121.49539430317573
-0.31266599999999123,-121.80806030317572
-0.3873337999999519,-122.19539410317567
-0.29473200000000876,-122.49012610317568
-0.3337737303599908,-122.82389983353568
-0.5925771417215783,-123.41647697525725
-0.2794655907839822,-123.69594256604124
0.7767389067296792,-122.91920365931156
-0.3068450989951898,-123.22604875830675
-0.4561417998728063,-123.68219055817956
-0.31640400000000224,-123.99859455817956
-0.23645006425942036,-124.23504462243898
-0.26855279637498686,-124.50359741881397
-0.49527771946394694,-124.99887513827791
-1.3050388574399356,-126.30391399571785
-0.410836399999956,-126.7147503957178
-0.3124200000000066,-127.0271703957178
-0.21409692699595934,-127.24126732271377
-0.3873705999999931,-127.62863792271376
-0.2947536000000042,-127.92339152271377
-0.3322559769599698,-128.25564749967373
-0.30672837782399354,-128.56237587749771
-0.2944535245519842,-128.8568294020497
-0.08441047112796381,-128.94123987317766
-0.08226133948718947,-129.02350121266485
-0.262901116632,-129.28640232929686
-0.16304849244001,-129.44945082173686
-0.18907744146716804,-129.63852826320402
-0.1663883520223915,-129.8049166152264
-0.36289919078395977,-130.16781580601037
-0.21895770275998802,-130.38677350877035
-0.2956594483506135,-130.68243295712097
-0.46117279041120507,-131.14360574753218
-0.14424761669199265,-131.28785336422416
-0.593781339707706,-131.88163470393187
-0.19105059999999177,-132.07268530393185
-0.28187199999998647,-132.35455730393184
-2.24609416501118,-134.60065146894303
-0.19857167999998782,-134.799223148943
-0.10990400861436292,-134.90912715755738
-0.19118159999999595,-135.10030875755737
-0.14805416692127693,-135.24836292447864
-0.17547409465441757,-135.42383701913306
-0.11769403860476968,-135.54153105773784
-0.24857101295999584,-135.79010207069783
-0.15286718713599148,-135.94296925783382
-0.36507043849598586,-136.3080396963298
-0.33475729647357466,-136.6427969928034
-0.8013851056127732,-137.44418209841618
-0.15037798761598545,-137.59456008603217
-0.24203896697903787,-137.8365990530112
-0.20130637349981842,-138.03790542651103
-0.2418025992479984,-138.27970802575902
-0.12206761136878586,-138.4017756371278
-0.14064358531197643,-138.54241922243978
-0.12439018075200696,-138.6668094031918
-0.6503834344184569,-139.31719283761024
-0.06265433932797745,-139.3798471769382
-0.1920345284231743,-139.57188170536136
-0.2982361200000264,-139.87011782536138
-0.19118159999999595,-140.06129942536137
-0.12355934401437992,-140.18485876937575
-0.13424750406398495,-140.31910627343973
-0.2742049799999833,-140.5933112534397
-0.19030000000001018,-140.78361125343972
-0.08076727424797814,-140.8643785276877
-0.3643136383039834,-141.2286921659917
-0.16754399351999047,-141.3962361595117
-0.5105017258563029,-141.906737885368
-0.11160208092000382,-142.01833996628798
0.6418298968712058,-141.37651006941678
0.10513551714561542,-141.27137455227117
-0.18857393275774167,-141.45994848502892
-0.22923235875916886,-141.68918084378808
-0.1841369744752008,-141.87331781826327
-0.48365489793596084,-142.35697271619924
-0.3407012938055698,-142.69767401000482
-0.3289818292319987,-143.0266558392368
-0.3242145560639945,-143.3508703953008
-0.20060800000000445,-143.55147839530082
-0.5944884770879827,-144.1459668723888
0.3690104691208296,-143.77695640326797
-0.3243828960000114,-144.10133929926798
-0.12056779754878458,-144.22190709681675
-0.27198018799999324,-144.49388728481674
-0.095943492119993,-144.58983077693674
-0.2877845493367964,-144.87761532627354
-0.19335999999997922,-145.07097532627353
-0.6411356098752177,-145.71211093614875
-0.31106042553600044,-146.02317136168475
-0.38728544000000964,-146.41045680168475
-0.06284593865597851,-146.47330274034073
-0.26780753880000485,-146.74111027914074
-0.18836849371197165,-146.92947877285272
-0.28779301944,-147.2172717922927
-0.1738481254359996,-147.3911199177287
-0.2476056109439817,-147.6387255286727
-0.9930016930039613,-148.63172722167667
-0.4067538267119799,-149.03848104838866
-0.33659026763597016,-149.37507131602464
-0.13293718627199214,-149.50800850229663
1.1076863158817147,-148.4003221864149
-0.21026240230399532,-148.6105845887189
-0.23073836553438093,-148.8413229542533
-0.7065154679277115,-149.547838422181
-0.3127474217454265,-149.86058584392643
-0.11341618055999333,-149.97400202448642
